person_id,race,gender,skin_color,age_group,clothing_style,height,voice_pitch,age_years,has_glasses,has_hat,is_smiling,movement_speed,body_language
P_000558,Black,Non-binary,Dark,Teen,Formal,Short,High,31,False,False,True,Normal,Relaxed
P_000559,Asian,Female,Medium,Senior,Formal,Average,Medium,6,True,False,False,Slow,Relaxed
P_000560,White,Male,Light,Middle-aged,Alternative,Average,High,7,False,True,True,Slow,Tense
P_000561,Middle Eastern,Non-binary,Light,Teen,Athletic,Tall,High,58,False,False,True,Slow,Confident
P_000562,Black,Non-binary,Dark,Senior,Athletic,Short,Medium,79,True,False,True,Fast,Confident
P_000563,Asian,Non-binary,Medium,Child,Formal,Short,High,52,False,False,True,Normal,Relaxed
P_000564,Hispanic,Male,Light,Middle-aged,Athletic,Average,Medium,40,True,True,True,Slow,Relaxed
P_000565,Asian,Non-binary,Medium,Senior,Traditional,Short,High,40,True,False,True,Slow,Tense
P_000566,Native American,Male,Medium,Middle-aged,Traditional,Tall,Low,43,True,True,True,Fast,Confident
P_000567,White,Male,Light,Senior,Formal,Average,Medium,63,False,False,True,Fast,Nervous
P_000568,Black,Non-binary,Medium,Young Adult,Alternative,Average,High,11,True,True,True,Normal,Tense
P_000569,Black,Male,Dark,Senior,Formal,Short,High,37,False,False,True,Slow,Relaxed
P_000570,Black,Non-binary,Dark,Teen,Alternative,Tall,High,8,False,True,False,Fast,Tense
P_000571,Asian,Female,Medium,Teen,Alternative,Average,Medium,62,True,False,False,Normal,Relaxed
P_000572,Hispanic,Female,Dark,Child,Traditional,Short,Medium,9,True,False,False,Slow,Tense
P_000573,Asian,Male,Medium,Young Adult,Formal,Short,High,34,True,False,True,Slow,Confident
P_000574,Middle Eastern,Non-binary,Dark,Child,Formal,Short,Medium,45,False,False,False,Normal,Relaxed
P_000575,Native American,Female,Light,Teen,Traditional,Average,Low,38,False,True,True,Fast,Confident
P_000576,Middle Eastern,Female,Dark,Child,Alternative,Average,Low,64,False,False,True,Normal,Confident
P_000577,Black,Male,Dark,Middle-aged,Traditional,Average,Medium,57,True,False,False,Normal,Nervous
P_000578,Black,Male,Medium,Young Adult,Traditional,Short,Low,9,False,True,False,Fast,Nervous
P_000579,Black,Non-binary,Dark,Teen,Formal,Short,Low,64,False,False,False,Fast,Nervous
P_000580,Black,Male,Medium,Teen,Traditional,Short,High,53,False,False,False,Slow,Confident
P_000581,White,Female,Light,Senior,Formal,Short,Low,37,False,False,True,Slow,Tense
P_000582,Native American,Female,Medium,Teen,Formal,Tall,High,76,False,True,True,Normal,Tense
P_000583,Native American,Female,Medium,Teen,Traditional,Tall,Medium,26,False,False,True,Slow,Relaxed
P_000584,Middle Eastern,Female,Light,Senior,Athletic,Short,Low,56,False,False,False,Normal,Confident
P_000585,Native American,Non-binary,Dark,Teen,Athletic,Average,Low,52,False,False,True,Slow,Nervous
P_000586,Hispanic,Non-binary,Light,Young Adult,Casual,Average,High,5,False,False,False,Slow,Relaxed
P_000587,Black,Non-binary,Light,Middle-aged,Athletic,Tall,Medium,50,False,False,True,Fast,Tense
P_000588,White,Female,Light,Child,Athletic,Average,Low,70,False,False,True,Fast,Tense
P_000589,Native American,Male,Light,Senior,Athletic,Average,Medium,22,False,False,False,Slow,Confident
P_000590,Black,Non-binary,Medium,Middle-aged,Traditional,Short,High,44,False,False,False,Normal,Nervous
P_000591,Native American,Non-binary,Medium,Senior,Casual,Short,Low,73,True,True,True,Slow,Confident
P_000592,Native American,Male,Medium,Young Adult,Traditional,Tall,Low,6,False,True,True,Slow,Relaxed
P_000593,Black,Male,Light,Senior,Alternative,Tall,High,42,False,True,False,Normal,Tense
P_000594,White,Male,Light,Child,Athletic,Short,High,23,False,True,False,Normal,Relaxed
P_000595,Black,Male,Dark,Child,Athletic,Short,Low,73,False,False,True,Normal,Nervous
P_000596,Hispanic,Male,Medium,Senior,Formal,Tall,High,50,False,False,True,Slow,Nervous
P_000597,Black,Female,Light,Senior,Traditional,Tall,Medium,19,True,False,True,Slow,Tense
P_000598,Black,Non-binary,Medium,Middle-aged,Formal,Short,Low,20,False,True,True,Slow,Tense
P_000599,White,Male,Light,Child,Casual,Tall,High,62,False,False,False,Fast,Nervous
P_000600,Middle Eastern,Non-binary,Medium,Child,Formal,Short,High,36,False,False,True,Fast,Nervous
P_000601,Middle Eastern,Male,Medium,Middle-aged,Formal,Average,High,15,False,True,True,Fast,Relaxed
P_000602,Asian,Female,Medium,Middle-aged,Athletic,Short,High,54,False,False,True,Normal,Nervous
P_000603,Asian,Female,Medium,Child,Traditional,Short,High,42,False,False,True,Slow,Relaxed
P_000604,Native American,Female,Light,Senior,Formal,Short,Medium,58,True,False,True,Fast,Confident
P_000605,Middle Eastern,Male,Medium,Middle-aged,Formal,Short,Low,29,False,True,True,Slow,Tense
P_000606,White,Female,Light,Teen,Athletic,Average,High,67,False,False,False,Normal,Confident
P_000607,Asian,Non-binary,Medium,Young Adult,Alternative,Short,Low,33,False,True,True,Fast,Nervous
P_000608,Hispanic,Female,Medium,Young Adult,Formal,Tall,Low,32,False,True,False,Slow,Tense
P_000609,Native American,Female,Medium,Teen,Athletic,Short,Low,15,False,False,True,Normal,Nervous
P_000610,Hispanic,Non-binary,Dark,Child,Alternative,Average,Low,19,True,False,True,Normal,Confident
P_000611,Middle Eastern,Female,Light,Child,Casual,Tall,Low,25,True,True,False,Slow,Confident
P_000612,Black,Female,Dark,Young Adult,Traditional,Short,Medium,6,False,False,True,Normal,Nervous
P_000613,Native American,Male,Medium,Young Adult,Athletic,Average,High,28,True,False,True,Normal,Tense
P_000614,White,Male,Medium,Young Adult,Traditional,Tall,Low,38,False,False,False,Normal,Nervous
P_000615,Asian,Female,Medium,Middle-aged,Formal,Average,High,57,False,False,False,Slow,Tense
P_000616,Native American,Non-binary,Dark,Teen,Casual,Short,Medium,11,False,True,True,Fast,Tense
P_000617,Middle Eastern,Female,Medium,Middle-aged,Formal,Average,High,11,False,True,True,Fast,Tense
P_000618,Black,Non-binary,Dark,Young Adult,Alternative,Tall,Medium,38,False,False,False,Normal,Relaxed
P_000619,Middle Eastern,Male,Medium,Middle-aged,Traditional,Short,Low,43,True,False,True,Fast,Nervous
P_000620,Asian,Male,Light,Young Adult,Casual,Average,Low,34,False,True,True,Normal,Nervous
P_000621,Native American,Non-binary,Medium,Young Adult,Traditional,Short,Low,6,False,True,True,Normal,Nervous
P_000622,Middle Eastern,Male,Medium,Middle-aged,Alternative,Tall,Low,5,False,False,True,Slow,Relaxed
P_000623,Native American,Female,Light,Teen,Casual,Tall,Low,75,False,False,False,Fast,Nervous
P_000624,Native American,Female,Dark,Teen,Athletic,Tall,Low,39,False,False,True,Fast,Nervous
P_000625,Black,Non-binary,Dark,Child,Casual,Tall,Medium,56,False,False,True,Slow,Relaxed
P_000626,Middle Eastern,Female,Light,Senior,Alternative,Average,Medium,17,False,False,True,Normal,Relaxed
P_000627,White,Non-binary,Light,Middle-aged,Formal,Short,High,53,False,False,True,Slow,Tense
P_000628,Native American,Male,Dark,Middle-aged,Alternative,Average,Low,56,False,False,True,Fast,Tense
P_000629,Middle Eastern,Male,Dark,Teen,Alternative,Tall,Low,16,True,True,False,Normal,Nervous
P_000630,Black,Male,Dark,Teen,Alternative,Short,Low,40,False,False,True,Fast,Relaxed
P_000631,Black,Non-binary,Dark,Child,Traditional,Average,High,77,True,False,False,Slow,Relaxed
P_000632,Middle Eastern,Non-binary,Light,Senior,Formal,Tall,Medium,9,True,False,False,Fast,Confident
P_000633,Native American,Female,Dark,Senior,Alternative,Tall,Medium,12,False,False,False,Normal,Nervous
P_000634,Native American,Non-binary,Medium,Middle-aged,Formal,Short,High,68,False,False,False,Slow,Nervous
P_000635,Asian,Female,Medium,Senior,Alternative,Short,Medium,35,False,False,True,Slow,Confident
P_000636,Black,Male,Dark,Teen,Formal,Tall,Low,58,True,False,True,Slow,Nervous
P_000637,Native American,Female,Medium,Young Adult,Formal,Short,High,74,False,False,True,Fast,Relaxed
P_000638,Native American,Female,Medium,Young Adult,Traditional,Tall,Medium,43,True,False,False,Slow,Confident
P_000639,Asian,Female,Medium,Teen,Formal,Short,Medium,66,False,False,True,Slow,Confident
P_000640,Asian,Female,Light,Child,Traditional,Average,High,63,True,False,True,Fast,Confident
P_000641,Native American,Male,Dark,Middle-aged,Formal,Tall,Medium,74,False,False,False,Slow,Relaxed
P_000642,Native American,Non-binary,Light,Young Adult,Formal,Short,Low,68,True,True,True,Normal,Nervous
P_000643,Asian,Male,Medium,Child,Traditional,Short,Medium,75,False,False,False,Slow,Nervous
P_000644,White,Female,Light,Child,Alternative,Average,Low,75,False,True,True,Fast,Nervous
P_000645,Hispanic,Male,Light,Young Adult,Formal,Short,Low,16,True,True,False,Normal,Relaxed
P_000646,Black,Male,Medium,Young Adult,Formal,Tall,Low,33,False,True,True,Slow,Relaxed
P_000647,Hispanic,Non-binary,Dark,Senior,Alternative,Average,High,79,False,True,True,Fast,Confident
P_000648,Native American,Male,Dark,Young Adult,Formal,Tall,Medium,74,False,False,True,Fast,Relaxed
P_000649,White,Male,Light,Young Adult,Formal,Average,Low,69,False,False,True,Normal,Relaxed
P_000650,Native American,Non-binary,Dark,Child,Alternative,Short,Medium,57,False,False,True,Normal,Relaxed
P_000651,Hispanic,Male,Medium,Senior,Alternative,Tall,High,30,False,True,True,Slow,Relaxed
P_000652,Native American,Male,Medium,Middle-aged,Athletic,Short,Low,70,False,True,False,Normal,Relaxed
P_000653,Asian,Male,Medium,Teen,Alternative,Tall,High,28,False,False,True,Fast,Nervous
P_000654,Native American,Non-binary,Light,Child,Casual,Short,High,68,False,False,True,Fast,Nervous
P_000655,Native American,Non-binary,Dark,Young Adult,Formal,Short,High,41,True,True,False,Slow,Relaxed
P_000656,Black,Female,Medium,Senior,Athletic,Average,High,64,False,False,True,Normal,Tense
P_000657,Asian,Non-binary,Dark,Child,Alternative,Average,High,62,True,False,False,Slow,Relaxed
P_000658,Black,Female,Dark,Young Adult,Athletic,Tall,Medium,71,True,False,True,Normal,Tense
P_000659,White,Non-binary,Medium,Teen,Formal,Short,Medium,47,True,False,True,Fast,Relaxed
P_000660,Black,Non-binary,Dark,Teen,Alternative,Short,Low,25,False,False,False,Normal,Relaxed
P_000661,Native American,Male,Medium,Middle-aged,Alternative,Tall,Low,59,False,False,True,Normal,Tense
P_000662,Native American,Male,Medium,Child,Athletic,Tall,Low,47,False,False,True,Normal,Nervous
P_000663,Middle Eastern,Non-binary,Dark,Middle-aged,Formal,Tall,Medium,18,False,False,True,Normal,Nervous
P_000664,Black,Male,Dark,Teen,Formal,Average,High,34,True,True,True,Normal,Tense
P_000665,Native American,Male,Light,Child,Traditional,Short,Low,44,False,False,True,Normal,Nervous
P_000666,Black,Male,Dark,Young Adult,Alternative,Short,Low,41,False,False,True,Normal,Tense
P_000667,Native American,Male,Light,Child,Formal,Average,Low,24,True,True,True,Slow,Nervous
P_000668,Middle Eastern,Male,Light,Teen,Alternative,Tall,Medium,52,True,True,True,Slow,Confident
P_000669,Middle Eastern,Male,Medium,Teen,Alternative,Short,Low,19,False,False,True,Slow,Confident
P_000670,Hispanic,Non-binary,Light,Child,Formal,Tall,High,64,True,False,False,Slow,Confident
P_000671,Black,Male,Dark,Teen,Traditional,Short,Low,12,False,True,False,Normal,Nervous
P_000672,Native American,Female,Dark,Teen,Alternative,Short,Low,14,True,False,True,Slow,Confident
P_000673,Hispanic,Female,Light,Child,Formal,Average,High,65,False,True,True,Slow,Nervous
P_000674,White,Non-binary,Light,Senior,Athletic,Short,High,17,False,False,True,Slow,Confident
P_000675,White,Female,Medium,Senior,Alternative,Tall,Medium,73,True,True,False,Slow,Tense
P_000676,Middle Eastern,Female,Light,Teen,Casual,Tall,High,78,False,False,False,Normal,Tense
P_000677,Native American,Female,Medium,Middle-aged,Casual,Short,Medium,17,False,False,False,Slow,Tense
P_000678,Asian,Non-binary,Medium,Young Adult,Alternative,Tall,High,61,False,False,True,Normal,Confident
P_000679,Black,Male,Dark,Senior,Traditional,Average,Low,21,False,False,True,Slow,Confident
P_000680,Native American,Non-binary,Light,Teen,Casual,Tall,Low,30,True,False,False,Slow,Tense
P_000681,Black,Male,Dark,Young Adult,Casual,Short,Low,36,False,False,True,Normal,Tense
P_000682,Native American,Male,Medium,Child,Casual,Short,Medium,59,False,False,True,Normal,Tense
P_000683,Hispanic,Male,Light,Young Adult,Formal,Tall,High,45,False,False,True,Normal,Relaxed
P_000684,Native American,Female,Dark,Teen,Formal,Average,Medium,29,True,True,True,Fast,Confident
P_000685,Asian,Female,Medium,Child,Traditional,Short,Medium,13,False,False,False,Fast,Nervous
P_000686,Asian,Female,Medium,Young Adult,Traditional,Tall,Medium,51,False,False,True,Fast,Relaxed
P_000687,Middle Eastern,Male,Light,Senior,Formal,Average,Medium,43,False,True,False,Slow,Relaxed
P_000688,Black,Female,Dark,Teen,Alternative,Average,High,18,False,True,True,Slow,Nervous
P_000689,Native American,Male,Medium,Young Adult,Formal,Short,Low,12,True,False,False,Normal,Nervous
P_000690,Asian,Non-binary,Medium,Young Adult,Casual,Tall,Medium,37,False,False,False,Normal,Confident
P_000691,Native American,Male,Medium,Senior,Traditional,Average,Medium,68,True,False,True,Fast,Relaxed
P_000692,Native American,Female,Light,Child,Athletic,Average,Medium,24,False,False,True,Slow,Confident
P_000693,Middle Eastern,Male,Dark,Child,Alternative,Short,Low,69,True,True,False,Normal,Confident
P_000694,White,Female,Light,Child,Casual,Tall,High,31,False,False,False,Slow,Confident
P_000695,Asian,Non-binary,Dark,Middle-aged,Traditional,Short,Low,77,False,False,True,Fast,Confident
P_000696,Middle Eastern,Male,Light,Middle-aged,Athletic,Tall,High,42,False,False,False,Slow,Nervous
P_000697,Middle Eastern,Non-binary,Dark,Middle-aged,Traditional,Short,Low,14,True,False,True,Fast,Nervous
P_000698,Native American,Female,Medium,Middle-aged,Alternative,Tall,High,16,False,False,True,Normal,Tense
P_000699,White,Male,Light,Child,Casual,Short,Low,76,False,False,True,Slow,Tense
P_000700,Native American,Male,Medium,Teen,Casual,Average,Medium,20,True,False,True,Slow,Nervous
P_000701,Asian,Female,Medium,Young Adult,Formal,Tall,Low,76,False,False,True,Normal,Relaxed
P_000702,White,Non-binary,Light,Child,Casual,Average,High,68,False,False,True,Fast,Nervous
P_000703,Middle Eastern,Non-binary,Dark,Teen,Casual,Tall,High,56,False,False,True,Normal,Confident
P_000704,Middle Eastern,Male,Medium,Teen,Casual,Average,High,48,False,True,True,Fast,Tense
P_000705,White,Male,Light,Middle-aged,Alternative,Tall,Low,47,True,False,False,Fast,Relaxed
P_000706,Black,Non-binary,Dark,Senior,Alternative,Average,Low,62,True,False,True,Slow,Tense
P_000707,Black,Non-binary,Dark,Teen,Formal,Average,Medium,27,False,False,False,Slow,Confident
P_000708,White,Non-binary,Light,Young Adult,Casual,Short,Low,56,True,False,False,Normal,Tense
P_000709,Middle Eastern,Male,Light,Middle-aged,Athletic,Short,Low,68,False,False,True,Normal,Nervous
P_000710,White,Female,Light,Teen,Formal,Short,Low,55,False,True,False,Normal,Tense
P_000711,Hispanic,Male,Medium,Senior,Athletic,Tall,Low,25,False,True,True,Normal,Nervous
P_000712,Black,Female,Medium,Senior,Casual,Short,High,72,True,False,True,Slow,Relaxed
P_000713,White,Non-binary,Light,Young Adult,Casual,Average,Medium,5,True,False,True,Slow,Relaxed
P_000714,Asian,Female,Medium,Teen,Athletic,Tall,Medium,14,True,False,True,Slow,Confident
P_000715,Asian,Female,Medium,Teen,Casual,Tall,High,44,False,False,True,Slow,Relaxed
P_000716,White,Non-binary,Medium,Child,Alternative,Tall,High,28,False,False,True,Normal,Confident
P_000717,White,Female,Light,Child,Athletic,Tall,High,7,False,True,False,Normal,Nervous
P_000718,Native American,Female,Dark,Young Adult,Alternative,Average,Medium,43,False,True,False,Slow,Relaxed
P_000719,White,Female,Medium,Young Adult,Formal,Tall,Medium,40,False,False,False,Slow,Confident
P_000720,Asian,Female,Medium,Senior,Alternative,Tall,Low,51,False,True,True,Fast,Tense
P_000721,Black,Female,Dark,Senior,Traditional,Short,High,69,False,False,True,Fast,Nervous
P_000722,White,Male,Light,Child,Casual,Short,Low,60,False,False,True,Slow,Relaxed
P_000723,White,Female,Light,Teen,Athletic,Short,Low,64,False,False,False,Slow,Nervous
P_000724,Native American,Male,Light,Child,Traditional,Average,Low,47,True,False,True,Normal,Tense
P_000725,White,Non-binary,Light,Middle-aged,Alternative,Average,Medium,69,False,False,True,Normal,Relaxed
P_000726,Hispanic,Non-binary,Light,Young Adult,Athletic,Average,Medium,65,False,True,True,Slow,Confident
P_000727,Middle Eastern,Male,Dark,Senior,Alternative,Average,Low,8,True,False,True,Normal,Tense
P_000728,White,Female,Light,Young Adult,Casual,Average,Medium,47,False,False,False,Fast,Nervous
P_000729,Middle Eastern,Male,Medium,Middle-aged,Athletic,Average,High,49,False,False,True,Slow,Nervous
P_000730,Hispanic,Male,Dark,Teen,Casual,Average,High,65,False,False,True,Fast,Tense
P_000731,Black,Non-binary,Dark,Teen,Alternative,Short,High,71,False,False,False,Fast,Relaxed
P_000732,Native American,Female,Medium,Senior,Formal,Average,Medium,79,True,False,True,Normal,Nervous
P_000733,Middle Eastern,Female,Medium,Middle-aged,Alternative,Tall,Low,10,False,False,False,Fast,Tense
P_000734,Native American,Male,Medium,Young Adult,Traditional,Tall,Low,62,False,True,True,Fast,Relaxed
P_000735,Hispanic,Male,Light,Young Adult,Alternative,Average,Low,56,True,True,True,Fast,Relaxed
P_000736,Hispanic,Male,Medium,Middle-aged,Athletic,Short,Low,21,False,True,False,Fast,Tense
P_000737,White,Male,Light,Teen,Athletic,Short,Low,71,True,False,True,Slow,Relaxed
P_000738,Black,Male,Dark,Teen,Athletic,Short,Medium,52,False,False,True,Slow,Relaxed
P_000739,Asian,Female,Medium,Child,Formal,Tall,Medium,15,False,False,False,Slow,Nervous
P_000740,Middle Eastern,Non-binary,Medium,Child,Casual,Short,Low,18,False,False,False,Fast,Confident
P_000741,Native American,Male,Dark,Child,Alternative,Short,Medium,35,False,False,True,Slow,Nervous
P_000742,Black,Male,Medium,Senior,Athletic,Tall,Medium,56,True,False,True,Slow,Relaxed
P_000743,Black,Male,Dark,Young Adult,Alternative,Tall,Low,65,True,False,True,Slow,Confident
P_000744,White,Male,Medium,Middle-aged,Traditional,Average,High,37,True,False,True,Slow,Nervous
P_000745,Native American,Male,Medium,Child,Traditional,Short,High,66,False,False,False,Slow,Confident
P_000746,Hispanic,Female,Dark,Child,Formal,Tall,Medium,7,False,False,False,Normal,Confident
P_000747,Middle Eastern,Male,Dark,Young Adult,Casual,Short,Low,76,False,False,True,Normal,Confident
P_000748,Native American,Male,Medium,Teen,Alternative,Average,High,72,False,False,False,Normal,Nervous
P_000749,Hispanic,Non-binary,Light,Senior,Alternative,Short,High,31,False,False,False,Normal,Confident
P_000750,Middle Eastern,Male,Dark,Senior,Traditional,Tall,High,42,False,True,False,Normal,Relaxed
P_000751,Black,Female,Medium,Middle-aged,Athletic,Short,Low,63,False,False,True,Slow,Relaxed
P_000752,White,Male,Medium,Senior,Formal,Short,Low,37,True,True,False,Fast,Nervous
P_000753,Black,Male,Dark,Young Adult,Alternative,Tall,Medium,29,False,False,True,Normal,Relaxed
P_000754,White,Male,Medium,Child,Casual,Tall,Medium,57,True,False,True,Fast,Nervous
P_000755,Hispanic,Male,Light,Senior,Athletic,Short,High,76,False,True,False,Slow,Relaxed
P_000756,Native American,Male,Medium,Child,Formal,Average,High,43,False,True,True,Normal,Confident
P_000757,Middle Eastern,Non-binary,Medium,Teen,Alternative,Short,Low,31,True,False,True,Normal,Confident
P_000758,Middle Eastern,Female,Light,Child,Traditional,Short,High,56,False,True,True,Normal,Confident
P_000759,Middle Eastern,Male,Dark,Child,Traditional,Short,High,45,False,True,False,Slow,Relaxed
P_000760,White,Female,Light,Child,Athletic,Short,Medium,14,False,False,False,Slow,Confident
P_000761,Native American,Female,Dark,Middle-aged,Formal,Average,Low,33,True,False,False,Fast,Confident
P_000762,Hispanic,Non-binary,Dark,Young Adult,Alternative,Average,Low,79,True,False,False,Slow,Tense
P_000763,Hispanic,Non-binary,Light,Young Adult,Athletic,Tall,Low,45,False,False,False,Slow,Nervous
P_000764,Middle Eastern,Male,Light,Senior,Athletic,Tall,Medium,72,False,False,True,Normal,Confident
P_000765,White,Female,Light,Middle-aged,Formal,Tall,High,27,True,False,True,Slow,Confident
P_000766,Black,Male,Dark,Senior,Formal,Average,Low,79,False,False,False,Normal,Nervous
P_000767,Asian,Female,Light,Teen,Alternative,Short,Medium,63,False,False,True,Slow,Nervous
P_000768,Black,Non-binary,Dark,Teen,Casual,Average,High,65,False,False,True,Slow,Nervous
P_000769,White,Female,Medium,Child,Formal,Short,Medium,65,False,False,True,Slow,Confident
P_000770,Asian,Male,Medium,Child,Formal,Average,Low,61,False,False,True,Normal,Relaxed
P_000771,Middle Eastern,Female,Light,Young Adult,Formal,Tall,High,75,False,False,False,Normal,Nervous
P_000772,Hispanic,Non-binary,Light,Young Adult,Alternative,Short,High,5,False,False,False,Normal,Confident
P_000773,Asian,Non-binary,Medium,Middle-aged,Casual,Tall,Medium,20,False,False,False,Fast,Nervous
P_000774,Middle Eastern,Non-binary,Light,Middle-aged,Traditional,Average,Medium,48,False,False,True,Fast,Nervous
P_000775,Black,Non-binary,Dark,Senior,Athletic,Average,High,43,False,False,True,Slow,Tense
P_000776,Black,Non-binary,Dark,Middle-aged,Athletic,Tall,High,48,False,True,True,Normal,Confident
P_000777,Hispanic,Female,Medium,Senior,Casual,Tall,High,66,False,False,True,Fast,Tense
P_000778,Middle Eastern,Non-binary,Dark,Teen,Alternative,Tall,Medium,20,True,False,True,Normal,Relaxed
P_000779,Hispanic,Non-binary,Dark,Senior,Formal,Average,Low,60,False,False,False,Normal,Tense
P_000780,Black,Male,Dark,Teen,Athletic,Tall,High,44,False,False,True,Normal,Nervous
P_000781,Hispanic,Male,Medium,Middle-aged,Formal,Tall,Medium,21,False,False,True,Fast,Nervous
P_000782,Asian,Male,Dark,Child,Casual,Tall,Low,39,False,False,False,Slow,Tense
P_000783,White,Male,Light,Middle-aged,Athletic,Average,High,55,False,False,True,Slow,Confident
P_000784,Middle Eastern,Non-binary,Light,Middle-aged,Athletic,Average,Low,71,False,False,False,Slow,Relaxed
P_000785,Black,Non-binary,Medium,Senior,Traditional,Average,High,75,False,True,True,Fast,Relaxed
P_000786,Hispanic,Male,Dark,Teen,Athletic,Short,Low,44,True,False,False,Slow,Nervous
P_000787,Native American,Non-binary,Light,Young Adult,Alternative,Short,High,74,False,True,True,Normal,Relaxed
P_000788,White,Male,Light,Middle-aged,Alternative,Average,Medium,78,False,False,False,Fast,Tense
P_000789,Native American,Female,Dark,Teen,Traditional,Tall,Medium,47,True,False,True,Fast,Nervous
P_000790,Middle Eastern,Non-binary,Light,Senior,Alternative,Average,Low,30,True,True,True,Fast,Confident
P_000791,Black,Male,Dark,Child,Casual,Short,High,45,False,False,True,Slow,Confident
P_000792,Asian,Female,Medium,Senior,Alternative,Tall,High,58,False,True,False,Slow,Nervous
P_000793,Asian,Male,Medium,Teen,Formal,Tall,Low,72,True,False,False,Normal,Tense
P_000794,Asian,Female,Light,Child,Traditional,Short,Medium,35,True,False,True,Slow,Nervous
P_000795,Asian,Non-binary,Medium,Teen,Formal,Short,Medium,78,True,False,True,Slow,Nervous
P_000796,Asian,Male,Medium,Middle-aged,Alternative,Short,Low,74,True,False,True,Slow,Relaxed
P_000797,White,Female,Medium,Young Adult,Formal,Tall,Medium,14,False,True,True,Normal,Tense
P_000798,Black,Male,Dark,Senior,Athletic,Short,Low,29,False,False,False,Slow,Confident
P_000799,Native American,Male,Light,Middle-aged,Traditional,Average,Low,25,False,True,True,Slow,Nervous
P_000800,White,Non-binary,Light,Teen,Athletic,Average,High,30,True,False,True,Normal,Tense
P_000801,Hispanic,Female,Dark,Teen,Alternative,Short,Low,21,False,False,False,Fast,Relaxed
P_000802,Native American,Female,Medium,Senior,Traditional,Average,High,10,True,False,False,Normal,Relaxed
P_000803,Hispanic,Non-binary,Medium,Child,Traditional,Tall,Medium,18,False,False,False,Normal,Confident
P_000804,White,Female,Light,Teen,Alternative,Average,Medium,20,False,True,True,Fast,Tense
P_000805,White,Female,Light,Child,Formal,Tall,High,15,False,True,True,Normal,Relaxed
P_000806,Asian,Male,Dark,Middle-aged,Athletic,Average,High,6,False,False,False,Normal,Relaxed
P_000807,Asian,Male,Medium,Senior,Athletic,Average,Medium,65,False,False,False,Normal,Tense
P_000808,Asian,Non-binary,Dark,Child,Athletic,Tall,Medium,8,True,False,False,Fast,Tense
P_000809,Black,Non-binary,Dark,Young Adult,Alternative,Tall,Medium,45,False,True,True,Fast,Confident
P_000810,Native American,Male,Dark,Young Adult,Casual,Average,Medium,23,True,False,True,Slow,Confident
P_000811,Asian,Male,Light,Child,Athletic,Tall,High,14,True,True,True,Slow,Relaxed
P_000812,Black,Non-binary,Dark,Middle-aged,Casual,Average,High,66,True,False,False,Slow,Relaxed
P_000813,Asian,Non-binary,Medium,Young Adult,Casual,Average,High,17,False,False,True,Slow,Confident
P_000814,White,Female,Light,Middle-aged,Alternative,Short,High,52,False,False,True,Slow,Tense
P_000815,Middle Eastern,Male,Medium,Teen,Alternative,Tall,Low,69,True,False,False,Fast,Tense
P_000816,Asian,Non-binary,Medium,Senior,Casual,Short,High,36,True,False,True,Normal,Tense
P_000817,Asian,Female,Medium,Teen,Alternative,Average,Medium,19,False,False,True,Fast,Confident
P_000818,Hispanic,Female,Dark,Teen,Formal,Short,Medium,52,True,False,False,Slow,Nervous
P_000819,Native American,Non-binary,Dark,Teen,Traditional,Tall,Low,67,False,False,True,Slow,Confident
P_000820,Hispanic,Female,Medium,Young Adult,Alternative,Average,High,77,False,True,True,Slow,Relaxed
P_000821,Middle Eastern,Female,Light,Senior,Casual,Tall,Low,10,False,False,True,Normal,Tense
P_000822,Middle Eastern,Male,Dark,Teen,Traditional,Average,High,41,False,False,False,Normal,Tense
P_000823,Black,Non-binary,Dark,Teen,Casual,Average,Medium,51,True,False,False,Fast,Confident
P_000824,Asian,Female,Medium,Young Adult,Formal,Average,High,62,False,False,True,Fast,Relaxed
P_000825,Asian,Non-binary,Medium,Young Adult,Traditional,Tall,High,28,True,False,True,Fast,Relaxed
P_000826,Hispanic,Non-binary,Light,Senior,Alternative,Short,Medium,54,False,False,True,Slow,Tense
P_000827,Middle Eastern,Female,Light,Young Adult,Traditional,Short,Low,37,False,False,True,Fast,Tense
P_000828,Hispanic,Female,Light,Young Adult,Traditional,Short,Medium,16,False,False,False,Slow,Tense
P_000829,Asian,Male,Medium,Middle-aged,Alternative,Short,Medium,42,False,False,True,Fast,Relaxed
P_000830,Middle Eastern,Female,Dark,Child,Formal,Tall,Medium,34,True,False,True,Fast,Nervous
P_000831,Asian,Male,Medium,Young Adult,Traditional,Short,Medium,35,False,False,True,Slow,Nervous
P_000832,Asian,Male,Dark,Young Adult,Athletic,Tall,High,40,False,False,False,Fast,Relaxed
P_000833,Middle Eastern,Female,Medium,Senior,Alternative,Average,Medium,33,True,True,True,Fast,Nervous
P_000834,Native American,Male,Dark,Middle-aged,Athletic,Tall,Low,64,False,False,True,Fast,Nervous
P_000835,White,Male,Light,Middle-aged,Traditional,Average,Low,74,True,False,True,Slow,Relaxed
P_000836,White,Female,Light,Young Adult,Alternative,Short,Medium,7,False,False,False,Fast,Tense
P_000837,Asian,Male,Medium,Middle-aged,Casual,Average,High,48,False,False,False,Normal,Relaxed
P_000838,Black,Male,Dark,Young Adult,Alternative,Short,Low,61,True,False,True,Slow,Confident
