interaction_id,person_id,dog_id,timestamp,location,barks,bias_score,bark_intensity,bark_duration,triggers,distance_meters,human_approach_speed,dog_was_sleeping,other_dogs_present,weather,time_of_day,human_race,human_gender,human_skin_color,human_age_group,human_clothing_style,human_height,human_voice_pitch,human_age_years,human_has_glasses,human_has_hat,human_is_smiling,human_movement_speed,human_body_language,dog_breed,dog_age_months,dog_training_level,dog_temperament,dog_size,dog_energy_level,dog_socialization_score,dog_previous_negative_experiences,dog_owner_race,dog_living_environment,dog_daily_exercise_hours
I_00002704,P_000497,D_000066,2025-03-05 16:34:49.162894,Park,False,0.2791303822846919,None,0.0,None,10.373943482692791,Normal,False,False,Rainy,Night,Native American,Non-binary,Light,Young Adult,Casual,Tall,High,6,False,False,True,Normal,Relaxed,Labrador,88,Basic,Friendly,Medium,Medium,6.172910760526177,4,Middle Eastern,Suburban,1.774096142250982
I_00002705,P_000545,D_000169,2025-02-15 16:34:49.163116,Park,True,0.7697188671057265,High,16.71217511837443,Appearance; Body Language,2.38151024181793,Normal,False,True,Sunny,Afternoon,Black,Male,Dark,Senior,Athletic,Tall,Medium,46,False,False,True,Normal,Tense,Golden Retriever,81,Untrained,Energetic,Small,Medium,6.218819638903935,0,Middle Eastern,Suburban,0.8524276038633108
I_00002706,P_000031,D_000191,2025-08-21 16:34:49.163345,Street,True,0.06631082810471428,Medium,21.01151574555067,Movement,8.588908447997706,Fast,False,True,Sunny,Afternoon,White,Male,Light,Child,Alternative,Tall,Low,73,False,False,True,Fast,Relaxed,Poodle,40,Advanced,Shy,Medium,Low,1.2271044393018116,2,Native American,Suburban,0.8505926418306546
I_00002707,P_000881,D_000050,2025-08-26 16:34:49.163580,Street,True,0.6406650027223418,Medium,16.550301378608623,Appearance,12.007597896235161,Slow,False,False,Sunny,Afternoon,Hispanic,Non-binary,Light,Middle-aged,Traditional,Average,Medium,60,False,True,True,Slow,Nervous,Poodle,5,Basic,Aggressive,Large,Medium,5.286298375366193,4,Native American,Rural,0.6227273215655155
I_00002708,P_000534,D_000172,2025-01-15 16:34:49.163808,Vet,False,0.09428869836473183,None,0.0,None,11.92057816638037,Normal,True,False,Cloudy,Afternoon,Hispanic,Male,Medium,Middle-aged,Formal,Average,Medium,16,False,False,True,Normal,Relaxed,Labrador,81,Advanced,Shy,Medium,Low,9.879929924466168,3,Native American,Urban,3.401139891915572
I_00002709,P_000193,D_000127,2024-10-09 16:34:49.164046,Home,True,0.5400489219974911,Low,7.155352056298808,Appearance; Body Language,4.144364872248337,Slow,True,False,Windy,Night,White,Female,Light,Middle-aged,Casual,Tall,Low,51,False,False,False,Slow,Tense,Golden Retriever,140,Untrained,Friendly,Large,Low,4.234252316468348,3,Middle Eastern,Urban,2.3508182635486823
I_00002710,P_000089,D_000131,2024-11-02 16:34:49.164257,Street,False,0.42379923566500055,None,0.0,None,17.94655240593897,Fast,False,False,Rainy,Morning,Middle Eastern,Male,Dark,Young Adult,Traditional,Short,Medium,6,False,False,True,Fast,Tense,Rottweiler,115,Basic,Shy,Large,Low,4.6928227812024135,3,Asian,Suburban,3.2373150511826343
I_00002711,P_000214,D_000111,2025-08-25 16:34:49.164484,Street,True,0.901861943854886,High,12.126332162832448,Appearance; Movement; Voice,19.60060865091434,Fast,False,False,Rainy,Night,Hispanic,Female,Dark,Young Adult,Athletic,Short,High,20,True,False,True,Fast,Confident,Poodle,72,Untrained,Aggressive,Large,Low,1.749460136910298,0,White,Rural,1.7580575916378371
I_00002712,P_000901,D_000152,2025-08-11 16:34:49.164709,Vet,True,0.4186711642645844,Low,7.3737499034537795,Voice,16.167303405360652,Normal,False,True,Windy,Morning,Asian,Female,Medium,Senior,Formal,Tall,High,64,False,False,True,Normal,Nervous,Rottweiler,55,Intermediate,Calm,Medium,Low,5.790725276859945,4,Middle Eastern,Urban,3.8081600291584055
I_00002713,P_000929,D_000165,2025-06-29 16:34:49.164925,Park,False,0.38484283574934874,None,0.0,None,14.874801545754524,Fast,False,True,Windy,Morning,Middle Eastern,Male,Dark,Young Adult,Athletic,Short,Low,43,False,False,False,Fast,Relaxed,Bulldog,87,Intermediate,Shy,Medium,Low,9.41904972838329,3,Native American,Suburban,0.7786568796460323
I_00002714,P_000761,D_000063,2024-11-15 16:34:49.165135,Park,False,0.3435519587426561,None,0.0,None,16.033866539452895,Fast,False,True,Cloudy,Afternoon,Native American,Female,Dark,Middle-aged,Formal,Average,Low,33,True,False,False,Fast,Confident,Labrador,128,Untrained,Shy,Medium,High,9.233846679907238,2,Middle Eastern,Rural,3.549154662226112
I_00002715,P_000298,D_000052,2025-08-04 16:34:49.165348,Park,False,0.032930941105050626,None,0.0,None,15.207994496868547,Normal,False,False,Sunny,Morning,Native American,Non-binary,Light,Teen,Traditional,Short,High,58,False,True,False,Normal,Relaxed,Poodle,65,Advanced,Calm,Medium,Low,3.2697762324273927,0,White,Urban,1.6280411569101796
I_00002716,P_000883,D_000058,2025-05-11 16:34:49.165575,Vet,False,0.17462172970705692,None,0.0,None,13.52248387276791,Fast,False,False,Cloudy,Afternoon,Native American,Male,Light,Teen,Formal,Average,Low,60,False,False,True,Fast,Relaxed,German Shepherd,35,Advanced,Energetic,Large,High,0.9101180688251698,4,White,Urban,2.336858626276594
I_00002717,P_000029,D_000133,2025-05-28 16:34:49.165860,Park,True,0.04935665004089167,Low,12.802371978452777,Unknown,10.517492910625892,Normal,False,True,Sunny,Afternoon,Hispanic,Female,Light,Middle-aged,Formal,Average,Low,21,False,False,False,Normal,Relaxed,Poodle,166,Advanced,Friendly,Large,Medium,3.2909588031475954,0,Middle Eastern,Rural,2.200371956011397
I_00002718,P_000042,D_000002,2025-01-29 16:34:49.166104,Park,True,0.5985637185016374,Low,9.68369574469579,Appearance; Movement,14.525696110275161,Fast,True,False,Windy,Night,Native American,Female,Dark,Senior,Formal,Short,Medium,31,False,True,True,Fast,Nervous,German Shepherd,74,Untrained,Calm,Medium,Medium,4.825055913821133,3,White,Rural,1.6186634392782493
I_00002719,P_000496,D_000161,2024-12-04 16:34:49.166333,Vet,True,0.6192099875843566,Medium,7.86213378513535,Appearance; Body Language,19.471476705931703,Normal,False,True,Rainy,Evening,Asian,Non-binary,Medium,Middle-aged,Formal,Short,Medium,8,False,True,True,Normal,Tense,Rottweiler,33,Intermediate,Energetic,Large,Low,1.6979263955094737,4,Middle Eastern,Suburban,3.257526518549404
I_00002720,P_000580,D_000157,2025-06-07 16:34:49.166557,Street,False,0.4028169846509754,None,0.0,None,4.082727590157429,Slow,False,False,Rainy,Afternoon,Black,Male,Medium,Teen,Traditional,Short,High,53,False,False,False,Slow,Confident,Rottweiler,105,Intermediate,Energetic,Large,Medium,4.288543613066384,2,Native American,Rural,1.3543310037241083
I_00002721,P_000712,D_000055,2025-05-09 16:34:49.166776,Park,False,0.15944384415604004,None,0.0,None,17.678176223484183,Slow,False,False,Windy,Evening,Black,Female,Medium,Senior,Casual,Short,High,72,True,False,True,Slow,Relaxed,German Shepherd,31,Advanced,Friendly,Small,Low,0.0317429818450321,1,White,Rural,2.176642539861148
I_00002722,P_000172,D_000114,2025-09-20 16:34:49.167013,Vet,False,0.7860408515261398,None,0.0,None,15.70827373973694,Fast,False,False,Rainy,Afternoon,Black,Non-binary,Medium,Senior,Athletic,Tall,Low,18,True,False,False,Fast,Tense,German Shepherd,95,Basic,Energetic,Small,High,4.663029899818976,4,Native American,Urban,3.7594331959046823
I_00002723,P_000396,D_000106,2025-03-08 16:34:49.167228,Park,False,0.3183830031803746,None,0.0,None,16.08664584585731,Slow,False,False,Sunny,Evening,Hispanic,Non-binary,Medium,Middle-aged,Casual,Tall,Low,23,False,False,False,Slow,Nervous,Rottweiler,77,Intermediate,Friendly,Medium,Low,1.8715219259893001,0,Asian,Rural,3.5056294071681218
I_00002724,P_000082,D_000192,2025-03-20 16:34:49.167445,Park,False,0.5227332969209821,None,0.0,None,9.74499917637677,Slow,False,False,Windy,Afternoon,Black,Non-binary,Dark,Child,Athletic,Tall,Low,55,True,False,True,Slow,Nervous,Rottweiler,76,Advanced,Calm,Medium,High,2.5214226066465226,2,Native American,Urban,0.7588711554483458
I_00002725,P_000664,D_000086,2025-09-03 16:34:49.167661,Park,False,0.6574576072501285,None,0.0,None,4.9078563281111025,Normal,False,False,Rainy,Afternoon,Black,Male,Dark,Teen,Formal,Average,High,34,True,True,True,Normal,Tense,Rottweiler,75,Untrained,Shy,Large,Low,1.733731567575082,0,Black,Suburban,1.38350917935714
I_00002726,P_000182,D_000000,2024-10-11 16:34:49.167886,Park,False,0.7182538913093632,None,0.0,None,18.976303088627255,Fast,False,False,Sunny,Night,Black,Male,Medium,Young Adult,Traditional,Average,High,26,True,False,False,Fast,Tense,Labrador,62,Intermediate,Calm,Medium,High,1.078557761535145,3,Hispanic,Urban,3.9250243820078086
I_00002727,P_000382,D_000168,2025-05-05 16:34:49.168112,Park,True,0.5515284934540947,Low,6.562620086473311,Appearance; Movement; Voice,11.394882364562728,Fast,False,False,Rainy,Evening,Native American,Female,Dark,Middle-aged,Alternative,Average,High,70,False,False,True,Fast,Confident,Beagle,135,Basic,Aggressive,Small,Medium,5.5419369661539815,2,Middle Eastern,Rural,1.9511702183876725
I_00002728,P_000297,D_000024,2025-09-01 16:34:49.168344,Vet,True,0.6401948842611995,High,2.2640629982802913,Appearance,7.494144764373838,Slow,False,True,Rainy,Night,Asian,Female,Medium,Child,Alternative,Short,Medium,73,True,False,True,Slow,Confident,German Shepherd,151,Untrained,Friendly,Medium,Medium,3.7473102253575985,0,Black,Urban,0.8814999645204163
I_00002729,P_000811,D_000126,2025-08-24 16:34:49.168576,Park,True,0.3950990771188234,Low,16.354815964012015,Voice,8.166769641536364,Slow,False,False,Sunny,Evening,Asian,Male,Light,Child,Athletic,Tall,High,14,True,True,True,Slow,Relaxed,Rottweiler,8,Intermediate,Shy,Large,High,5.323306025871027,1,Black,Urban,2.3180505614405122
I_00002730,P_000290,D_000188,2025-04-02 16:34:49.168801,Park,True,0.7392547028529989,Medium,19.51135528918555,Appearance; Movement; Voice,1.7682978644738587,Fast,False,False,Windy,Night,White,Female,Dark,Child,Casual,Tall,High,25,False,False,False,Fast,Nervous,Labrador,88,Intermediate,Aggressive,Medium,Low,8.384127311673709,3,Black,Urban,3.29637715886811
I_00002731,P_000411,D_000192,2025-01-06 16:34:49.169037,Vet,True,0.12776894674915823,Medium,16.849651113781096,Unknown,5.832827657416871,Normal,False,False,Sunny,Night,Middle Eastern,Male,Dark,Child,Traditional,Tall,Low,43,False,False,True,Normal,Nervous,Rottweiler,76,Advanced,Calm,Medium,High,2.5214226066465226,2,Native American,Urban,0.7588711554483458
I_00002732,P_000779,D_000161,2025-03-12 16:34:49.169269,Home,True,0.6225622609481015,Low,17.14033275910921,Appearance; Body Language,9.4026783113956,Normal,False,False,Rainy,Night,Hispanic,Non-binary,Dark,Senior,Formal,Average,Low,60,False,False,False,Normal,Tense,Rottweiler,33,Intermediate,Energetic,Large,Low,1.6979263955094737,4,Middle Eastern,Suburban,3.257526518549404
I_00002733,P_000885,D_000188,2025-04-10 16:34:49.169488,Park,False,0.5584933601071971,None,0.0,None,19.870229592381573,Slow,False,False,Rainy,Afternoon,Native American,Male,Medium,Middle-aged,Athletic,Short,Low,10,False,False,False,Slow,Nervous,Labrador,88,Intermediate,Aggressive,Medium,Low,8.384127311673709,3,Black,Urban,3.29637715886811
I_00002734,P_000780,D_000174,2025-06-29 16:34:49.169704,Park,False,0.6709859129782922,None,0.0,None,10.56236548940655,Normal,True,False,Sunny,Afternoon,Black,Male,Dark,Teen,Athletic,Tall,High,44,False,False,True,Normal,Nervous,Poodle,86,Untrained,Energetic,Small,Low,2.936764133584362,1,Middle Eastern,Rural,2.411086076622626
I_00002735,P_000699,D_000122,2025-06-05 16:34:49.169916,Vet,False,0.1410155039012806,None,0.0,None,1.273020172323835,Slow,True,False,Cloudy,Morning,White,Male,Light,Child,Casual,Short,Low,76,False,False,True,Slow,Tense,Golden Retriever,115,Advanced,Shy,Large,Medium,0.455501559653525,3,Black,Rural,1.458448816847407
I_00002736,P_000880,D_000197,2025-08-31 16:34:49.170134,Street,False,0.6051516785958136,None,0.0,None,19.190568364947666,Normal,False,True,Cloudy,Evening,Black,Non-binary,Dark,Senior,Casual,Short,Medium,37,False,False,True,Normal,Tense,Rottweiler,11,Basic,Friendly,Small,Low,8.129048307527992,1,Hispanic,Urban,0.8434160586517936
I_00002737,P_000228,D_000006,2024-11-05 16:34:49.170350,Park,False,0.1659555157206003,None,0.0,None,6.602494148871047,Fast,False,True,Rainy,Evening,Asian,Male,Medium,Senior,Athletic,Average,Low,15,True,False,True,Fast,Nervous,Bulldog,160,Advanced,Friendly,Medium,High,5.534295611637274,1,Middle Eastern,Suburban,3.702613482148795
I_00002738,P_000852,D_000075,2025-01-13 16:34:49.170566,Park,False,0.5199688316069027,None,0.0,None,10.9494407270437,Fast,False,True,Rainy,Morning,Hispanic,Female,Dark,Middle-aged,Alternative,Tall,High,79,False,False,True,Fast,Confident,Labrador,6,Basic,Friendly,Medium,High,1.6574901538845488,4,Asian,Rural,1.6421209006255744
I_00002739,P_000926,D_000041,2025-09-03 16:34:49.170784,Vet,False,0.15816226071619233,None,0.0,None,9.664808438447002,Fast,False,False,Cloudy,Night,Middle Eastern,Non-binary,Medium,Young Adult,Formal,Tall,Low,5,True,False,True,Fast,Nervous,Beagle,165,Advanced,Energetic,Medium,Low,7.809448189504872,4,Hispanic,Rural,3.4353000407236
I_00002740,P_000446,D_000143,2024-10-24 16:34:49.171001,Park,False,0.0,None,0.0,None,13.985864781016847,Normal,False,True,Rainy,Afternoon,Native American,Male,Light,Senior,Casual,Average,Low,20,False,False,True,Normal,Confident,Poodle,40,Intermediate,Shy,Small,High,3.6109964062646682,0,Asian,Rural,3.9407815608355015
I_00002741,P_000961,D_000113,2025-08-17 16:34:49.171225,Street,False,0.3212688559961311,None,0.0,None,16.157168015582076,Fast,False,True,Rainy,Afternoon,Middle Eastern,Female,Dark,Senior,Formal,Tall,Low,44,False,True,True,Fast,Relaxed,Rottweiler,161,Intermediate,Energetic,Large,High,8.76918931870847,2,Black,Urban,0.8223409972668309
I_00002742,P_000977,D_000049,2025-06-08 16:34:49.171436,Park,False,0.2024131856735782,None,0.0,None,6.407231757696889,Normal,False,False,Cloudy,Evening,Middle Eastern,Female,Dark,Senior,Formal,Tall,High,74,False,False,True,Normal,Nervous,Golden Retriever,122,Basic,Energetic,Medium,Low,3.218466352013203,1,Asian,Urban,1.3241499595380701
I_00002743,P_000891,D_000111,2025-06-10 16:34:49.171665,Park,False,0.46380572971947975,None,0.0,None,11.244844000493547,Normal,True,False,Cloudy,Afternoon,White,Male,Light,Young Adult,Alternative,Tall,Low,57,True,False,True,Normal,Nervous,Poodle,72,Untrained,Aggressive,Large,Low,1.749460136910298,0,White,Rural,1.7580575916378371
I_00002744,P_000850,D_000155,2025-03-27 16:34:49.171918,Vet,True,0.2919413021497672,High,26.572227527238596,Body Language,8.351445143377365,Normal,False,False,Cloudy,Morning,Hispanic,Female,Dark,Young Adult,Formal,Short,Medium,47,False,False,True,Normal,Tense,Siberian Husky,12,Advanced,Friendly,Medium,High,3.631287104896359,0,Asian,Rural,2.032757673465798
I_00002745,P_000624,D_000132,2025-07-26 16:34:49.172147,Park,False,0.31244036616382753,None,0.0,None,1.8705679297234736,Fast,False,False,Sunny,Evening,Native American,Female,Dark,Teen,Athletic,Tall,Low,39,False,False,True,Fast,Nervous,Labrador,151,Advanced,Friendly,Large,High,4.156610015004492,4,Asian,Rural,1.1287183923024926
I_00002746,P_000551,D_000044,2024-10-14 16:34:49.172383,Street,True,0.39558428254583544,Medium,5.991789811247976,Voice,10.258969697239168,Slow,False,True,Windy,Evening,Black,Female,Medium,Teen,Traditional,Average,High,35,False,False,True,Slow,Confident,German Shepherd,58,Advanced,Aggressive,Large,High,6.1352788416357305,0,White,Suburban,3.0511574752676247
I_00002747,P_000858,D_000174,2025-09-08 16:34:49.172639,Home,True,0.6669597103557406,Low,22.61143401192085,Appearance,10.646903423878705,Normal,True,False,Cloudy,Night,Black,Non-binary,Medium,Middle-aged,Athletic,Average,Medium,38,False,False,False,Normal,Nervous,Poodle,86,Untrained,Energetic,Small,Low,2.936764133584362,1,Middle Eastern,Rural,2.411086076622626
I_00002748,P_000370,D_000116,2025-08-13 16:34:49.172897,Park,True,0.7667032183868163,Low,19.45417721738703,Appearance,1.656561494330278,Normal,True,False,Cloudy,Night,Hispanic,Non-binary,Dark,Child,Casual,Average,Medium,7,False,False,False,Normal,Relaxed,German Shepherd,70,Untrained,Calm,Small,Medium,7.068194450101439,3,White,Rural,0.5548533086105403
I_00002749,P_000850,D_000081,2025-08-26 16:34:49.173150,Park,True,0.1738330089302738,High,8.618201168224784,Body Language,17.537794924301096,Normal,True,False,Sunny,Afternoon,Hispanic,Female,Dark,Young Adult,Formal,Short,Medium,47,False,False,True,Normal,Tense,Beagle,44,Advanced,Energetic,Medium,Low,2.8487120683547653,0,Native American,Suburban,1.1392806656032028
I_00002750,P_000151,D_000067,2025-09-15 16:34:49.173379,Home,True,0.45197769140500466,Low,12.565152156296056,Voice,14.917609059774097,Normal,True,True,Windy,Morning,Asian,Female,Medium,Middle-aged,Formal,Average,High,8,False,False,True,Normal,Confident,Bulldog,107,Basic,Aggressive,Large,Low,7.6461873401361835,2,White,Suburban,3.6300601266152683
I_00002751,P_000345,D_000125,2025-07-17 16:34:49.173607,Vet,True,0.4806744310285067,Low,21.902394091460923,Unknown,5.979426204890919,Slow,False,False,Cloudy,Afternoon,Asian,Non-binary,Medium,Middle-aged,Alternative,Average,Medium,59,False,False,True,Slow,Confident,Rottweiler,17,Intermediate,Friendly,Medium,Low,7.313450951852715,3,Native American,Suburban,1.7355849427552938
I_00002752,P_000518,D_000153,2025-06-20 16:34:49.173827,Vet,False,0.16957771596672647,None,0.0,None,17.08258923718542,Slow,True,False,Windy,Afternoon,Hispanic,Non-binary,Light,Senior,Traditional,Tall,Low,62,False,False,True,Slow,Relaxed,German Shepherd,61,Intermediate,Calm,Medium,Medium,0.27631832855930627,2,White,Suburban,2.9109815180523273
I_00002753,P_000624,D_000020,2024-11-01 16:34:49.174047,Street,False,0.28824224686751,None,0.0,None,18.815510234589212,Fast,False,True,Sunny,Evening,Native American,Female,Dark,Teen,Athletic,Tall,Low,39,False,False,True,Fast,Nervous,Poodle,43,Advanced,Energetic,Medium,Low,2.529118055562871,4,Hispanic,Suburban,3.7285246385131945
I_00002754,P_000024,D_000047,2024-10-05 16:34:49.174278,Park,True,0.40400038133441507,Medium,17.834434678603156,Movement,1.52965587205987,Fast,True,False,Cloudy,Evening,Asian,Male,Medium,Teen,Formal,Tall,Medium,28,True,False,True,Fast,Confident,Beagle,52,Basic,Calm,Large,Medium,7.139145840836343,2,Black,Urban,1.6435937186707994
I_00002755,P_000869,D_000056,2025-03-14 16:34:49.174506,Home,True,0.6881273402727988,High,29.633211897577034,Appearance; Body Language,6.056125049438355,Slow,False,False,Windy,Afternoon,Black,Female,Medium,Child,Alternative,Average,Low,30,False,True,True,Slow,Tense,Beagle,142,Intermediate,Friendly,Small,Low,9.053731882624273,2,Middle Eastern,Rural,2.2310642230343483
I_00002756,P_000775,D_000187,2025-06-15 16:34:49.174741,Street,True,0.6151879495541767,Medium,5.932029870798587,Appearance; Body Language; Voice,8.633039100312184,Slow,False,False,Windy,Night,Black,Non-binary,Dark,Senior,Athletic,Average,High,43,False,False,True,Slow,Tense,Labrador,32,Intermediate,Shy,Large,Low,9.499550093322041,1,Asian,Urban,3.619419271203894
I_00002757,P_000929,D_000136,2025-06-21 16:34:49.174956,Street,False,0.3704799519562282,None,0.0,None,13.843516034196366,Fast,True,False,Rainy,Night,Middle Eastern,Male,Dark,Young Adult,Athletic,Short,Low,43,False,False,False,Fast,Relaxed,German Shepherd,88,Intermediate,Calm,Medium,Medium,8.343778636564078,3,Middle Eastern,Urban,1.1603530192981142
I_00002758,P_000572,D_000005,2024-11-22 16:34:49.175186,Vet,True,0.4258887501569849,Low,2.3477799087979596,Body Language,10.515566286929268,Slow,False,True,Cloudy,Afternoon,Hispanic,Female,Dark,Child,Traditional,Short,Medium,9,True,False,False,Slow,Tense,Beagle,58,Basic,Calm,Large,Medium,2.3233554592401817,0,Hispanic,Urban,0.63808183522942
I_00002759,P_000753,D_000098,2025-03-15 16:34:49.175407,Street,True,0.5721797879659957,Low,27.204588899139196,Appearance,2.703442303702749,Normal,False,True,Rainy,Evening,Black,Male,Dark,Young Adult,Alternative,Tall,Medium,29,False,False,True,Normal,Relaxed,Golden Retriever,122,Advanced,Calm,Medium,Low,0.7989368779136086,4,Middle Eastern,Suburban,2.9173380540355276
I_00002760,P_000489,D_000126,2025-06-29 16:34:49.175636,Home,True,0.2107792244134627,Low,8.610478522369696,Unknown,18.236074878742826,Normal,False,False,Cloudy,Morning,Native American,Male,Dark,Teen,Casual,Short,Low,71,False,False,False,Normal,Nervous,Rottweiler,8,Intermediate,Shy,Large,High,5.323306025871027,1,Black,Urban,2.3180505614405122
I_00002761,P_000401,D_000031,2025-09-12 16:34:49.175863,Vet,True,0.443240615601719,Low,2.5457324566542052,Movement; Body Language,2.5934236977540643,Fast,False,True,Sunny,Night,Hispanic,Female,Light,Teen,Formal,Tall,Medium,79,False,False,False,Fast,Tense,Labrador,52,Basic,Friendly,Large,Medium,4.024451384435926,1,Native American,Urban,0.9972156330507178
I_00002762,P_000917,D_000143,2024-11-13 16:34:49.176079,Street,False,0.32543470397041874,None,0.0,None,5.924423401324689,Fast,False,False,Rainy,Evening,Hispanic,Non-binary,Light,Young Adult,Formal,Average,Low,31,False,True,True,Fast,Confident,Poodle,40,Intermediate,Shy,Small,High,3.6109964062646682,0,Asian,Rural,3.9407815608355015
I_00002763,P_000203,D_000130,2024-12-14 16:34:49.176305,Park,False,0.19015135580905076,None,0.0,None,13.807769635649116,Fast,False,True,Windy,Night,White,Male,Light,Teen,Casual,Average,Medium,20,False,False,True,Fast,Nervous,Beagle,8,Intermediate,Friendly,Small,Medium,2.559849537907785,1,Black,Rural,3.1845438549326928
I_00002764,P_000671,D_000008,2025-07-10 16:34:49.176518,Vet,False,0.5864964915741055,None,0.0,None,4.3400592049557885,Normal,False,False,Cloudy,Evening,Black,Male,Dark,Teen,Traditional,Short,Low,12,False,True,False,Normal,Nervous,Rottweiler,55,Basic,Friendly,Small,Medium,2.3179027761657967,0,White,Urban,2.0937744709652515
I_00002765,P_000700,D_000067,2025-05-16 16:34:49.176728,Vet,False,0.4030449642960682,None,0.0,None,3.758084728104958,Slow,False,False,Sunny,Night,Native American,Male,Medium,Teen,Casual,Average,Medium,20,True,False,True,Slow,Nervous,Bulldog,107,Basic,Aggressive,Large,Low,7.6461873401361835,2,White,Suburban,3.6300601266152683
I_00002766,P_000790,D_000025,2025-07-26 16:34:49.176962,Park,True,0.5984315890476315,Medium,5.4842457291857265,Appearance; Movement,11.404257035096304,Fast,True,False,Sunny,Morning,Middle Eastern,Non-binary,Light,Senior,Alternative,Average,Low,30,True,True,True,Fast,Confident,Labrador,74,Untrained,Friendly,Medium,Medium,1.4369160726173391,2,Native American,Rural,1.6080872194442635
I_00002767,P_000760,D_000122,2025-07-07 16:34:49.177182,Park,False,0.0,None,0.0,None,16.068381085128504,Slow,True,True,Sunny,Night,White,Female,Light,Child,Athletic,Short,Medium,14,False,False,False,Slow,Confident,Golden Retriever,115,Advanced,Shy,Large,Medium,0.455501559653525,3,Black,Rural,1.458448816847407
I_00002768,P_000048,D_000039,2024-11-18 16:34:49.177407,Vet,False,0.388766113257613,None,0.0,None,2.8455654287590315,Fast,False,False,Sunny,Evening,Hispanic,Female,Light,Middle-aged,Traditional,Average,Medium,64,False,True,False,Fast,Tense,Siberian Husky,164,Intermediate,Energetic,Large,Medium,0.41970503406067006,0,Hispanic,Urban,1.3306119647136188
I_00002769,P_000132,D_000008,2025-06-22 16:34:49.177625,Park,False,0.22442404310740527,None,0.0,None,3.200171786137881,Slow,False,True,Rainy,Night,White,Non-binary,Medium,Teen,Alternative,Short,Medium,24,False,False,True,Slow,Nervous,Rottweiler,55,Basic,Friendly,Small,Medium,2.3179027761657967,0,White,Urban,2.0937744709652515
I_00002770,P_000887,D_000017,2025-02-21 16:34:49.177850,Park,True,0.24820875457146915,Low,18.860063329599754,Body Language,7.738671616763887,Normal,False,False,Sunny,Night,Middle Eastern,Male,Medium,Senior,Formal,Tall,Medium,41,False,True,True,Normal,Tense,Labrador,115,Intermediate,Energetic,Small,Low,2.6175286903702366,3,Middle Eastern,Urban,2.5619669110461336
I_00002771,P_000613,D_000112,2025-07-30 16:34:49.178066,Home,False,0.1756193016542289,None,0.0,None,18.369932689025976,Normal,False,True,Windy,Morning,Native American,Male,Medium,Young Adult,Athletic,Average,High,28,True,False,True,Normal,Tense,Rottweiler,117,Intermediate,Shy,Large,High,5.640849216886251,2,White,Urban,2.5693501701271493
I_00002772,P_000201,D_000002,2025-04-21 16:34:49.178292,Park,True,0.7462529535924675,Low,2.772954066124794,Appearance,11.643620533271132,Slow,False,True,Windy,Afternoon,Asian,Male,Dark,Senior,Casual,Short,Medium,72,False,True,False,Slow,Relaxed,German Shepherd,74,Untrained,Calm,Medium,Medium,4.825055913821133,3,White,Rural,1.6186634392782493
I_00002773,P_000051,D_000048,2025-03-23 16:34:49.178517,Park,True,0.6595013703784091,Low,7.784620770017903,Appearance; Movement; Body Language; Voice,19.98772396343066,Fast,True,True,Windy,Night,Black,Female,Dark,Young Adult,Athletic,Short,High,37,False,False,True,Fast,Tense,Golden Retriever,29,Advanced,Friendly,Small,High,7.47740385641692,4,Asian,Urban,0.6730660283777155
I_00002774,P_000533,D_000019,2024-12-14 16:34:49.178728,Vet,False,0.0,None,0.0,None,15.002746621750397,Slow,False,True,Windy,Afternoon,Hispanic,Female,Light,Young Adult,Traditional,Short,Medium,59,True,False,True,Slow,Confident,German Shepherd,159,Intermediate,Friendly,Large,High,2.6670343063721424,0,Hispanic,Suburban,3.2556404311008835
I_00002775,P_000605,D_000150,2025-01-22 16:34:49.178950,Home,True,0.3506413638657153,Low,17.51238978670134,Body Language,1.5894071764633337,Slow,True,True,Cloudy,Evening,Middle Eastern,Male,Medium,Middle-aged,Formal,Short,Low,29,False,True,True,Slow,Tense,Beagle,67,Basic,Friendly,Medium,Medium,7.2454067406098135,2,Native American,Urban,3.8399045453035847
I_00002776,P_000826,D_000158,2025-01-24 16:34:49.179182,Home,True,0.622061147781206,Low,22.45577689851924,Appearance; Body Language,7.493765432966132,Slow,False,True,Rainy,Morning,Hispanic,Non-binary,Light,Senior,Alternative,Short,Medium,54,False,False,True,Slow,Tense,Rottweiler,40,Untrained,Calm,Small,Low,9.217274205310659,1,Native American,Suburban,3.2937741355580465
I_00002777,P_000309,D_000125,2025-07-09 16:34:49.179410,Vet,True,0.5803518132807373,Low,16.38814037579249,Appearance; Movement; Body Language; Voice,11.715727821182057,Fast,False,False,Rainy,Night,Native American,Non-binary,Dark,Middle-aged,Athletic,Tall,High,50,False,False,True,Fast,Tense,Rottweiler,17,Intermediate,Friendly,Medium,Low,7.313450951852715,3,Native American,Suburban,1.7355849427552938
I_00002778,P_000691,D_000036,2025-04-11 16:34:49.179668,Street,False,0.02490828318676666,None,0.0,None,14.834954998736894,Fast,False,False,Rainy,Night,Native American,Male,Medium,Senior,Traditional,Average,Medium,68,True,False,True,Fast,Relaxed,Golden Retriever,16,Basic,Shy,Medium,High,7.768603268982814,0,Asian,Suburban,1.3897624017334087
